Date,Open*,High,Low,Close**,Volume,Market Cap
"Mar 09, 2018",9414.69,9466.35,8513.03,9337.55,8704190464,157898203939
"Mar 08, 2018",9951.44,10147.4,9335.87,9395.01,7186089984,158852238332
"Mar 07, 2018",10803.9,10929.5,9692.12,9965.57,8797910016,168479670395
"Mar 06, 2018",11500.1,11500.1,10694.3,10779.9,6832169984,182225316082
"Mar 05, 2018",11532.4,11704.1,11443.9,11573.3,6468539904,195614809925
"Mar 04, 2018",11497.4,11512.6,11136.1,11512.6,6084149760,194567395376
"Mar 03, 2018",11101.9,11528.2,11002.4,11489.7,6690570240,194159120569
"Mar 02, 2018",10977.4,11189,10850.1,11086.4,7620590080,187318996197
"Mar 01, 2018",10385,11052.3,10352.7,10951,7317279744,185009753075
"Feb 28, 2018",10687.2,11089.8,10393.1,10397.9,6936189952,175644310997
"Feb 27, 2018",10393.9,10878.5,10246.1,10725.6,6966179840,181158869820
"Feb 26, 2018",9669.43,10475,9501.73,10366.7,7287690240,175076064010
"Feb 25, 2018",9796.42,9923.22,9407.06,9664.73,5706939904,163204062358
"Feb 24, 2018",10287.7,10597.2,9546.97,9813.07,6917929984,165687799108
"Feb 23, 2018",9937.07,10487.3,9734.56,10301.1,7739500032,173909350860
"Feb 22, 2018",10660.4,11039.1,9939.09,10005,8040079872,168892273935
"Feb 21, 2018",11372.2,11418.5,10479.1,10690.4,9405339648,180442459820
"Feb 20, 2018",11231.8,11958.5,11231.8,11403.7,9926540288,192457815912
"Feb 19, 2018",10552.6,11273.8,10513.2,11225.3,7652089856,189426791571
"Feb 18, 2018",11123.4,11349.8,10326,10551.8,8744009728,178040648022
"Feb 17, 2018",10207.5,11139.5,10149.4,11112.7,8660880384,187482083882
"Feb 16, 2018",10135.7,10324.1,9824.82,10233.9,7296159744,172637061144
"Feb 15, 2018",9488.32,10234.8,9395.58,10166.4,9062540288,171477807437
